name dir m1 m2 a0 gamma_ad gamma_structure fcorot mb1 mu1 mbf muf gl1 glf gamma_d gamma_a gamma_l2 Rd_rot dm1 dmf mbf1 muf1 alpha_mdot K_torus gamma_torus l_torus R0_torus
q01_fc10_g53 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/synchronization/q01/fc10/ 0.410119 0.1 1.73 1.6666666666666667 1.6666666666666667 1.0 0.01590492033607452 0.009084776143715067 0.025011308156165944 0.017856798064368726 12.547850150686278 12.547850150686278 0.10082103607627271 9.91920609032449 17.3088390620171 1.0445618208485448 0.024989696479789585 0.04286810622053467 0.6364591242209613 0.3635408757790387 0.7136899007866753 1.7409788797693586 1.3237573697586789 1.2553385861220694 63.8825645495109
q01_fc066_g53 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/synchronization/q01/fc066/ 0.410119 0.1 1.73 1.6666666666666667 1.6666666666666667 0.6666666666666666 0.016063722596273918 0.006968153145811783 0.02621280391222092 0.01480630402880897 13.690000691620893 13.690000691620893 0.10074485570554208 9.92660358755808 17.319381758299617 1.0215894448602312 0.023031875742085702 0.04101910794102989 0.6974561158699284 0.3025438841300716 0.8176712736545187 1.6549659686011797 1.3227242842869422 1.3575702151846996 59.97028200004081
q01_fc033_g53 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/synchronization/q01/fc033/ 0.410119 0.1 1.73 1.6666666666666667 1.6666666666666667 0.3333333333333333 0.017715589254009702 0.004006496594439166 0.031374383072951394 0.010552086660435308 14.424369849850947 14.424369849850947 0.10067975484032829 9.932963662629358 17.328446521156348 1.0085761665849118 0.02172208584844887 0.0419264697333867 0.8155565435846364 0.18444345641536364 0.9711639537614913 2.4018549215383875 1.3476577977690716 1.436254681598525 58.43288517447904
q01_fc00_g53 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/synchronization/q01/fc0/ 0.410119 0.1 1.73 1.6666666666666667 1.6666666666666667 0.0 0.019455867598235078 0.0019526363670813948 0.04258061501710816 0.006898405021351743 14.220365775971201 14.220365775971201 0.10068480951500614 9.932464237380474 17.327734627529495 1.0070983768980108 0.02140850396531647 0.0494790200384599 0.9087915545035363 0.09120844549646372 1.1635320768139743 4.325053292411549 1.4065983412040708 1.4565216409730575 29.738239800796066
q001_fc00_g53 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/mass_ratio/fc0/q1e-2_a120/ 0.410119 0.01 1.2 1.6666666666666667 1.6666666666666667 0.0 0.001328403024821167 3.322224145579819e-06 0.005514768952006272 0.00030231951186083356 72.07790939391157 72.07790939391157 0.00997199365513164 100.28087118802533 147.29881418161983 1.001697192586064 0.0013317252489667467 0.005817088463867106 0.9975053231526868 0.0024946768473132516 2.6180339603380443 7.668889412268777 1.3802286187286894 0.718172027075192 9.945708166263016
q003_fc10_g53 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/mass_ratio/fc10/q003/ 0.410119 0.03 1.51 1.6666666666666667 1.6666666666666667 1.0 0.00819452749332731 0.0010371438288173352 0.023706643548157037 0.003251748174914884 21.70374823036354 21.70374823036354 0.029989417517582356 33.34542971828542 50.94060355555633 1.064543244279957 0.009231671322144645 0.02695839172307192 0.8876537310931482 0.1123462689068519 0.254745300746007 0.4435270726954283 1.2026709104539552 0.7479317339407939 27.096011683086516
q03_fc10_g53 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/mass_ratio/fc10/q03/ 0.410119 0.3 2.06 1.6666666666666667 1.6666666666666667 1.0 0.05542903297388287 0.03013384299676106 0.0663880196708108 0.054826692587343434 6.197406584458792 6.197406584458792 0.3123652180778078 3.203825932553002 7.943315256908366 1.0329236252621619 0.08556287597064394 0.12121471225815424 0.6478163846771609 0.35218361532283915 1.2106452296029218 0.7904494084124631 1.28441289309358 1.5042574134387734 89.44620258772176
q01_fc00_gs43_ga43 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/structure_43/q01/a15/gs43_ga43/ 0.677413 0.1 1.55 1.35 1.35 1.0 0.0045584114185304395 0.011731651663565127 0.010248345169998811 0.02368701276271681 15.870439063767728 15.870439063767728 0.10053007596261519 9.94754486622941 17.349227916756515 1.060050172323018 0.016290063082095567 0.03393535793271562 0.27982773274466916 0.7201722672553309 0.453276465319959 0.7077520448562996 1.268767457918158 1.486167657832349 50.00204266336432
q01_fc00_gs43_ga43 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/structure_43/q01/a15/gs43_ga15/ 0.677413 0.1 1.55 1.5 1.35 1.0 0.0049577153555230725 0.008912827187167901 0.010327977441708434 0.01937601232002835 18.26502158435225 18.26502158435225 0.10041150686538738 9.959218359611306 17.36586700772644 1.04413676127299 0.013870542542690973 0.029703989761736785 0.3574276449723678 0.6425723550276322 0.7365036590666618 1.6926795623813777 1.3291424154658933 1.7362633361245312 48.390482873188276
q01_fc00_gs43_ga53 /Volumes/DATAVolume2/athenaruns/pm_envelope/pole/param_survey/structure_43/q01/a15/gs43_ga53/ 0.677413 0.1 1.55 1.6666666666666667 1.35 1.0 0.006819420457702233 0.006488128786383098 0.011992244636760062 0.014135748098605964 19.28306979171727 19.28306979171727 0.10037429082301229 9.962893054758787 17.371104977637792 1.0348219443921707 0.01330754924408533 0.026127992735366028 0.5124475087502074 0.48755249124979266 1.0807791505598392 1.2277112129846313 1.3144974820636253 1.807501978628223 41.861538623361334
